_id,ltable_id,rtable_id,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,name_name_jac_qgm_3_qgm_3,name_name_cos_dlm_dc0_dlm_dc0,name_name_mel,name_name_lev_dist,name_name_lev_sim,price_price_lev_dist,price_price_lev_sim,price_price_jar,price_price_jwn,price_price_exm,price_price_jac_qgm_3_qgm_3,label
3649,499,561,panasonic viera 42 ' plasma flat panel 1080p hdtv in black th42pz80u,panasonic viera 42 ' plasma flat panel 1080p hdtv in black th42pz80u 1080p display 1920 x 1080 native resolution color purity optimizer surround sound anti-reflective filter viera link hdavi control built-in ntsc/atsc/qam tuners 3 hdmi inputs built-in galleryplayer capable sd card memory slot pedestal stand included black finish,None,panasonic viera th-50pz80u 50 ' plasma tv,"50 ' atsc , ntsc 16:9 1920 x 1080 surround hdtv",1364.96,0,0.8894830659536542,3.0,0.0,0.3373493975903614,0.4364357804719848,0.8336728811264038,43.0,0.36764705882352944,7.0,0.0,0.0,0.0,0,0.0,0
3650,486,606,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,None,panasonic lumix dmc-tz5 digital camera silver,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",None,0,0.801980198019802,2.0,0.33333333333333337,0.2247191011235955,0.43301270189221935,0.6768031120300293,35.0,0.41666666666666663,0.0,1.0,1.0,1.0,1,1.0,0
3651,669,573,sony dslr-a350 digital camera and 18-70mm zoom lens dslra350k,sony dslr-a350 digital camera and 18-70mm zoom lens dslra350k 14.2 megapixel tiltable 2.7 clear photo lcd plus screen smart teleconverter 2x zoom bionz image processor super steadyshot in-camera image stabilization anti-dust technology eye-start autofocus system auto pop-up flash black finish,None,sony cyber-shot dsc-w120 digital camera pink dscw120/p,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,109.99,0,0.8565022421524664,3.0,0.0,0.23595505617977527,0.3779644730092272,0.7735883593559265,43.0,0.29508196721311475,6.0,0.0,0.0,0.0,0,0.0,0
3652,949,653,canon powershot silver 14.7 megapixel digital camera sd990is,canon powershot silver 14.7 megapixel digital camera sd990is 14.7 megapixel 3.7 x optical zoom optical image stabilizer optical viewfinder large high-quality 2.5 ' purecolor lcd digic 4 image processor face detection self-timer intelligent contrast correction quick mode print/share button silver finish,None,canon powershot sd790 is digital camera 2554b001,"canon powershot sd790 is 10 megapixel digital camera with 3x optical zoom , 3 ' lcd , & pictbridge",None,0,0.6880927291886196,3.0,0.0,0.4,0.5345224838248487,0.8450000286102295,25.0,0.5833333333333333,0.0,1.0,1.0,1.0,1,1.0,0
3653,769,622,garmin nuvi 205 gps navigation system 0100071740,"garmin nuvi 205 gps navigation system 0100071740 3.5 ' antiglare display contiguous u.s. , canada or regional sections of europe preloaded maps voice prompts 3d map option auto re-route choice of route setup fm traffic compatible msn direct for u.s. compatible touchscreen microsd slot up to 4 hours of battery life anti-theft garmin lock grey finish",None,garmin nvi 205 automobile navigator 010-00717-40,garmin nuvi 205 automobile navigator 3.5 ' active matrix tft color lcd,None,0,0.8088426527958388,3.0,0.0,0.35135135135135137,0.3086066999241838,0.878333330154419,22.0,0.5416666666666667,0.0,1.0,1.0,1.0,1,1.0,1
3654,520,727,nikon coolpix s550 10 megapixel black digital camera coolpixs550gb,nikon coolpix s550 10 megapixel black digital camera coolpixs550gb 10.0 megapixels 5x optical zoom nikkor glass lens electronic vr image stabilization bright 2.5 ' high resolution lcd in-camera red-eye fix face-priority af d-lighting graphite black finish,None,nikon coolpix p80 digital camera 26114,"nikon coolpix p80 10 megapixel digital camera with 18x optical wide-angle zoom , 2.7 ' high-resolution lcd , vibration reduction image stabiliation & up to an iso6400",271.72,0,0.7152682255845942,2.0,0.33333333333333337,0.39436619718309857,0.5443310539518174,0.819138765335083,35.0,0.4696969696969697,6.0,0.0,0.0,0.0,0,0.0,0
3655,962,965,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",None,canon cli-221 yellow ink cartridge 2949b001,yellow,11.99,0,0.9968911917098445,1.0,0.6666666666666667,0.47540983606557374,0.6666666666666667,0.8307610750198364,15.0,0.6590909090909092,5.0,0.0,0.0,0.0,0,0.0,1
3656,544,760,panasonic black dvd home theater sound system scpt660,panasonic black dvd home theater sound system scpt660 kelton subwoofer bamboo diaphragm center speakers 1080p up-conversion integrated universal dock and on-screen display for ipod ipod video playback whisper-mode surround built-in dolby digital and dts decoder high speed 5-dvd/cd changer black finish,289.0,sony bravia dav-hdx275 home theater system,", 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii",None,0,0.7157894736842105,3.0,0.0,0.2375,0.43301270189221935,0.661371111869812,31.0,0.41509433962264153,5.0,0.0,0.0,0.0,0,0.0,0
3657,933,857,sony vaio cs series red notebook computer vgncs180jr,sony vaio cs series red notebook computer vgncs180jr 2.26 ghz intel core 2 duo processor p8400 14.1 ' ( 1280 x 800 ) xbrite-eco widescreen display 320gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache blu-ray drive ( read only ) genuine microsoft windows vista home premium 64-bit red finish,None,sony z550n/b notebook vgnz550n/b,"sony vaio z550n/b intel centrino 2 core 2 duo p8600 2.40 ghz notebook 3gb ddr3 sdram , 250gb sata hd , 13.1 ' lcd , dvdr dl/dvdrw/ram , modem , gigabit nic , 802.11 a/b/g / n , sprint mobile , bluetooth , vista business sp1/xp downgrade",None,0,0.9185423365487674,3.0,0.0,0.22058823529411764,0.35355339059327373,0.7497216463088989,34.0,0.34615384615384615,0.0,1.0,1.0,1.0,1,1.0,0
3658,476,574,sony silver cyber-shot digital camera dscs750,sony silver cyber-shot digital camera dscs750 7.2 megapixel super had ccd 2.5 ' lcd display 3x optical zoom high sensitivity mode auto focus 22 mb internal memory face detection burst mode convenient photo modes beginner-friendly function guide silver finish,None,sony cyber-shot dsc-t300 digital camera black dsct300/b,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,273.95,0,0.8292682926829268,2.0,0.33333333333333337,0.47058823529411764,0.6172133998483676,0.8544391393661499,27.0,0.509090909090909,6.0,0.0,0.0,0.0,0,0.0,0
3659,617,694,samsung 32 ' series 5 lcd black flat panel hdtv ln32a550,"samsung 32 ' series 5 lcd black flat panel hdtv ln32a550 full 1080p high definition resolution 16:9 widescreen aspect ratio 30,000:1 dynamic contrast ratio 5ms response time srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture sound leveler 3 hdmi slots swivel stand black finish",None,samsung 6 series ln19a650 19 ' lcd tv,"samsung ln19a650 19 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time",369.0,0,0.8890489913544668,2.0,0.33333333333333337,0.24358974358974358,0.42640143271122083,0.8093050122261047,34.0,0.3928571428571429,5.0,0.0,0.0,0.0,0,0.0,0
3660,540,591,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505 built-in slot loading dvd player built-in atsc/ntsc/qam digital tuning official divx ® certified pc input space saving design bottom mount stereo speakers black finish,None,toshiba 19lv506 19 ' widescreen lcd hdtv w / built-in dvd player 800:1 contrast ratio 5ms response time white,None,None,0,0.9137055837563451,2.0,0.33333333333333337,0.2740740740740741,0.39735970711951313,0.8027933239936829,65.0,0.4036697247706422,0.0,1.0,1.0,1.0,1,1.0,0
3661,734,775,lg 24 ' ldf6920st fully integrated built in stainless steel dishwasher ldf6920ss,lg 24 ' ldf6920st fully integrated built in stainless steel dishwasher ldf6920ss xl tall tub cleans up to 16 place settings at once adjustable upper rack lodecibel quiet operation senseclean wash system 5 wash cycles with 3 spray arms multi-level water direction slim direct drive motor fully integrated electronic control panel stainless steel finish,None,lg ldf6920bb fully integrated dishwasher,None,None,0,0.9470967741935484,2.0,0.33333333333333337,0.41975308641975306,0.5163977794943222,0.7788568139076233,42.0,0.475,0.0,1.0,1.0,1.0,1,1.0,0
3662,593,615,sony soft camera carrying case lcsmx100,sony soft camera carrying case lcsmx100 stain resistant nylon colored interior movable partition build-in modular interface black finish,None,sony lcs-mx100 camcorder case lcsmx100,nylon black,32.78,0,0.9642276422764228,3.0,0.0,0.37735849056603776,0.5477225575051661,0.8461771011352539,18.0,0.5384615384615384,5.0,0.0,0.0,0.0,0,0.0,1
3663,1001,1017,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody 21.1 megapixel 3.0 ' clear view lcd monitor hd video shooting digic 4 image processor live view mode self cleaning sensor unit dust delete data detection anti-reflective and scratch-resistant coatings lens not included black finish,2699.0,"canon eos 50d 15 megapixel slr digital camera with live view & face detection , 3 ' lcd , 6.3 fps & digic 4 image processor body only 2807b006",None,1127.95,0,0.984267453294002,2.0,0.5,0.23353293413173654,0.42600643361512913,0.7838216423988342,99.0,0.30281690140845074,6.0,0.1428571428571429,0.5317460298538208,0.5317460298538208,0,0.0,0
3664,528,313,sony dvp-fx820 black 8 ' portable dvd player dvpfx820,"sony dvp-fx820 black 8 ' portable dvd player dvpfx820 swivel & flip screen with dual sensor for remote control control buttons on screen bezel 12 bit video dac with 108 mhz processing removable , rechargeable battery & car adapter included black finish",None,sony dvpns57p dvd player dvpns57ps,"dvd-r , dvd + r , dvd + rw , dvd-rw , cd-rw dvd video , svcd , video cd , jpeg , mp3 playback 1 disc ( s ) progressive scan silver",45.32,0,0.5928030303030303,3.0,0.0,0.3050847457627119,0.4472135954999579,0.781742513179779,30.0,0.4339622641509434,5.0,0.0,0.0,0.0,0,0.0,0
3665,594,626,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b,panasonic 5.8 ghz black expandable digital cordless phone system kxtg4324b 4 handsets system digital answering machine ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode speakerphone intercom 11 days standby 5 hours talk time black finish,None,panasonic kx-tg4321b 5.8 ghz expandable digital cordless phone,1 x phone line ( s ) black,None,0,0.9488817891373802,3.0,0.0,0.6046511627906976,0.7826237921249264,0.8852934241294861,33.0,0.5540540540540541,0.0,1.0,1.0,1.0,1,1.0,0
3666,713,742,samsung 5 disc home theater surround sound system htz510,samsung 5 disc home theater surround sound system htz510 5-disc dvd changer hdmi output 5.1 channel home theater audio system multimedia disc playback xm satellite radio-ready wireless ready ipod connectivity compatible black finish,None,yamaha yht-390bl home theater system yht-390bl,", 5.1 speakers progressive scan 600w rms black",319.96,0,0.9609164420485176,2.0,0.33333333333333337,0.25333333333333335,0.4472135954999579,0.6032800674438477,35.0,0.375,6.0,0.0,0.0,0.0,0,0.0,0
3667,533,461,panasonic 5.8 ghz black expandable digital cordless phone kxtg4321b,panasonic 5.8 ghz black expandable digital cordless phone kxtg4321b multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting speakerphone intercom 11 days standby 5 hours talk time black finish,None,panasonic kx-tg8232b cordless phone,1 x phone line ( s ) black,79.99,0,0.8649155722326454,3.0,0.0,0.2962962962962963,0.5,0.8116156458854675,40.0,0.4029850746268657,5.0,0.0,0.0,0.0,0,0.0,0
3668,804,696,samsung 22 ' black flat panel series 6 lcd hdtv ln22a650,"samsung 22 ' black flat panel series 6 lcd hdtv ln22a650 1680 x 1050 true 720p resolution 5,000:1 dynamic contrast ratio srs trusurround xt built-in digital tuner ( atsc/clear qam ) wide color enhancer 8ms response time touch of color design black with red finish",599.0,samsung ln22a650 22 ' lcd tv,"samsung ln22a650 22 ' widescreen lcd hdtv 3,000:1 contrast ratio 8ms response time",458.0,0,0.8656716417910448,3.0,0.0,0.3333333333333333,0.6154574548966638,0.7988095283508301,37.0,0.3392857142857143,3.0,0.4,0.7333333492279053,0.7333333492279053,0,0.16666666666666666,1
3669,987,846,canon silver powershot digital camera sd880is,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,None,sony cyber-shot dsc-w300 digital camera,13.6 megapixel 16:9 3x optical zoom 2x digital zoom 2.7 ' color lcd,289.0,0,0.8571428571428572,3.0,0.0,0.23943661971830985,0.3651483716701107,0.6773825883865356,28.0,0.37777777777777777,5.0,0.0,0.0,0.0,0,0.0,0
3670,365,115,linksys wireless-g printserver wpsm54g,"linksys wireless-g printserver wpsm54g share a multifunction printer with everyone on your network ( works with most usb printers ) allows full access to printing , faxing , scanning and copying functions connects your printer directly to the network by 10/100 wired ethernet or 54mbps wireless-g",99.0,linksys wireless-g wusb54gc compact usb adapter,None,None,0,0.31506849315068497,2.0,0.33333333333333337,0.29411764705882354,0.4082482904638631,0.8733412623405457,27.0,0.42553191489361697,4.0,0.0,0.0,0.0,0,0.0,0
3671,280,606,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s expansion handset and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,39.0,panasonic lumix dmc-tz5 digital camera silver,"panasonic lumix dmc-tz5s 9 megapixel digital camera with 28mm wide-angle lens , 10x optical zoom , 3 ' lcd and hd output silver",None,0,0.4620462046204621,3.0,0.0,0.23469387755102042,0.3872983346207417,0.8294863104820251,47.0,0.3648648648648649,4.0,0.0,0.0,0.0,0,0.0,0
3672,1000,607,panasonic blue 8.1 megapixel digital camera dmcfs3a,panasonic blue 8.1 megapixel digital camera dmcfs3a 8.1 megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligent lcd mega optical image stabilization intelligent iso control face detection hi-speed burst mode blue finish,None,panasonic lumix dmc-fs3 digital camera silver,"panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver",137.33,0,0.607,3.0,0.25,0.3698630136986301,0.4629100498862757,0.8494874238967896,22.0,0.5686274509803921,6.0,0.0,0.0,0.0,0,0.0,0
3673,191,633,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b frequency hopping digital spread spectrum technology answering system with compatible base unit call waiting caller id join in/privacy 2-way intercom voice scramble black finish,None,panasonic kx-tg9372b expandable digital cordless phone,1 x phone line ( s ) black,86.54,0,0.30173775671406,3.0,0.0,0.2727272727272727,0.2886751345948129,0.8159030675888062,34.0,0.4426229508196722,5.0,0.0,0.0,0.0,0,0.0,0
3674,719,800,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,None,lg 2.0 cu.ft . over the range microwave oven,None,None,0,0.8987499999999999,3.0,0.0,0.41333333333333333,0.5270462766947299,0.8737536668777466,22.0,0.6451612903225806,0.0,1.0,1.0,1.0,1,1.0,1
3675,853,675,samsung 55 ' series 9 lcd black flat panel hdtv ln55a950,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",None,samsung 4 series ln32a450 32 ' lcd tv,samsung ln32a450 32 ' widescreen 720p lcd hdtv 10000:1 dynamic contrast ratio 6ms response time piano black,578.0,0,0.7913247362250879,3.0,0.0,0.24358974358974358,0.42640143271122083,0.8093050122261047,34.0,0.3928571428571429,5.0,0.0,0.0,0.0,0,0.0,0
3676,157,643,denon 5-disc cd auto changer black finish dcm290,denon 5-disc cd auto changer dcm290 cd-r/rw playback advanced multilevel noise shaping dac digital filter 3-mode random playback intelligent disc scan music calendar display black finish,249.0,"onkyo 6-disc cd changer w/vlsc , black nic dx-c390",None,179.72,0,0.2441679626749611,3.0,0.0,0.2625,0.35355339059327373,0.6751852035522461,28.0,0.43999999999999995,4.0,0.33333333333333337,0.5777778029441833,0.5777778029441833,0,0.0,0
3677,477,415,sony silver cyber-shot digital camera dscw150,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,None,sony lcs-twa/b cyber-shot camera case lcstwa/b,top loading leather black,34.0,0,0.870020964360587,2.0,0.33333333333333337,0.3088235294117647,0.5000000000000001,0.8165842294692993,23.0,0.5,4.0,0.0,0.0,0.0,0,0.0,0
3678,230,210,sony progressive scan black dvd player dvpns57pb,sony progressive scan black dvd player dvpns57pb precision drive 3 system mp3 playback on screen display dolby digital decoding black finish,None,sony dvpcx995v dvd player,"dvd + rw , dvd-rw , cd-rw dvd video , video cd , svcd , sacd , mp3 , jpeg playback 400 disc ( s ) progressive scan black",249.99,0,0.9130434782608696,1.0,0.6666666666666667,0.25,0.5669467095138409,0.7733333706855774,30.0,0.375,6.0,0.0,0.0,0.0,0,0.0,0
3679,903,791,canon powershot a1000 is gray digital camera a1000isg,canon powershot a1000 is gray digital camera a1000isg 10.0 megapixel 4x optical zoom with optical image stabilizer technology 2.5 ' optical viewfinder lcd display digic iii image processor face detection motion detection 17 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient gray finish,None,sony cyber-shot dsc-w150 digital camera gold dscw150n,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,129.99,0,0.875968992248062,3.0,0.0,0.2,0.26726124191242434,0.6545979976654053,33.0,0.37735849056603776,6.0,0.0,0.0,0.0,0,0.0,0
3680,559,556,panasonic viera 50 ' 1080p plasma hdtv in black th50pz850u,"panasonic viera 50 ' 1080p plasma hdtv in black th50pz850u 1920 x 1080 resolution 1,000,000:1 dynamic contrast ratio viera cast internet tv capability viera link hdavi control surround sound bbe viva hd3d sound built-in closed caption decoder built-in sd card memory slot built-in ntsc/atsc/qam tuners black finish",None,panasonic viera th-50px80u 50 ' plasma tv,"50 ' atsc , ntsc 16:9 1366 x 768 surround hdtv",None,0,0.9946332737030411,1.0,0.6666666666666667,0.3783783783783784,0.5976143046671968,0.8637687563896179,34.0,0.4137931034482759,0.0,1.0,1.0,1.0,1,1.0,0
3681,861,1087,sony black vaio z series 13.1 ' notebook computer vgnz570nb,sony black vaio z series 13.1 ' notebook computer vgnz570nb 2.53 ghz intel core 2 duo p9500 processor 13.3 ' xbrite-duraview lcd integrated stereo a2dp bluetooth technology 320gb hard drive 3gb memory built-in motion eye camera and microphone genuine microsoft windows vista business with sp1/xp downgrade black finish,None,sony vaio fw378j/b notebook vgnfw378j/b,"intel centrino 2 core 2 duo p8600 2.4 ghz 16.4 ' 4gb ddr2 sdram 320gb hdd bd-reader/dvd-writer ( bd-rom/dvd-ram/r / rw ) wi-fi , gigabit ethernet , bluetooth windows vista home premium x64 black",None,0,0.7920883164673413,4.0,0.0,0.28,0.42426406871192845,0.7781351208686829,36.0,0.38983050847457623,0.0,1.0,1.0,1.0,1,1.0,0
3682,278,47,sony black active speaker system srsa212bk,sony black active speaker system srsa212bk designed for your portable audio or pc built-in mega bass on/off switch with volume control magnetically shielded black finish,29.0,sanus speaker mount wms3b black,plastic 8 lb,None,0,0.1690647482014388,2.0,0.33333333333333337,0.203125,0.3651483716701107,0.6911866664886475,29.0,0.30952380952380953,4.0,0.0,0.0,0.0,0,0.0,0
3683,674,891,sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s,sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s 720p resolution ( 1440x900 ) up to 1080/60p input capable via hdmi mpeg noise reduction 3d comb filter atsc/ntsc tuner with qam vesa hole spacing compatible cinemotion reverse 3:2 pulldown technology silver finish,None,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",639.95,0,0.7564534231200898,3.0,0.0,0.3181818181818182,0.38138503569823695,0.811668872833252,30.0,0.53125,6.0,0.0,0.0,0.0,0,0.0,0
3684,801,64,canon cb-2lv battery charger 9764a001,canon cb-2lv battery charger 9764a001 compatible with canon nb-4l rechargeable battery,None,canon nb-4l rechargeable camera battery 9763a001,canon nb-4l lithium ion battery,36.89,0,0.07990012484394504,3.0,0.0,0.3484848484848485,0.3651483716701107,0.8721653819084167,24.0,0.5,5.0,0.0,0.0,0.0,0,0.0,0
3685,514,924,toshiba black 1080p upconversion dvd recorder/vcr combinaton dvr610,toshiba black 1080p upconversion dvd recorder/vcr combinaton dvr610 multi-format recording and playback video upconversion up to 1080p resolution one touch recording camcorder controls auto finalize with undo bi-directional dubbing black finish,None,toshiba xd-e500 upconversion dvd player,"dvd-rw , cd-rw dvd video , cd-da , jpeg , wma , mp3 , pcm playback progressive scan",81.96,0,0.5562770562770563,2.0,0.33333333333333337,0.2891566265060241,0.4743416490252569,0.815393328666687,37.0,0.4477611940298507,5.0,0.0,0.0,0.0,0,0.0,0
3686,537,642,kenwood 6.1 ' all-in-one double-din in-dash navigation dnx5120,kenwood 6.1 ' all-in-one double-din in-dash navigation dnx5120 built-in garmin navigation board usb direct control advanced graphical user interface high-speed ipod control front aux input satellite radio ready black finish,None,dnx5120 all-in-one navigation/dvd entertainment system,None,635.0,0,0.8364485981308412,3.0,0.0,0.2553191489361702,0.31622776601683794,0.6074999570846558,43.0,0.30645161290322576,5.0,0.0,0.0,0.0,0,0.0,1
3687,290,800,sharp over the counter white microwave oven r1211wh,sharp over the counter white microwave oven r1211wh 1.5 cu . ft. capacity 1100 watts 19 automatic settings 2-color lighted lcd smart and easy sensor settings auto-touch control panel white finish,269.0,lg 2.0 cu.ft . over the range microwave oven,None,None,0,0.36250000000000004,2.0,0.33333333333333337,0.2702702702702703,0.4714045207910316,0.6758764386177063,32.0,0.37254901960784315,5.0,0.0,0.0,0.0,0,0.0,0
3688,849,719,samsung 52 ' series 8 lcd black flat panel hdtv ln52a860,"samsung 52 ' series 8 lcd black flat panel hdtv ln52a860 touch of color design full 1080p high definition resolution 50,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers slim depth and narrow bezel black with blue finish",None,samsung 6 series ln32a650 32 ' lcd tv,"samsung ln32a650 32 ' 1080p lcd hdtv 50,000:1 dynamic contrast ratio 4ms response time",916.13,0,0.8468786808009423,2.0,0.33333333333333337,0.2597402597402597,0.42640143271122083,0.8122586607933044,34.0,0.3928571428571429,6.0,0.0,0.0,0.0,0,0.0,0
3689,905,294,nikon d90 black digital slr camera with nikkor 18-105mm lens d90outfit,nikon d90 black digital slr camera with nikkor 18-105mm lens d90outfit 12.3 megapixel 3 ' tft lcd display d-movie shooting function expeed image processing scene recognition system in-camera retouch menu low-noise performance active d-lighting viewfinder compatible with hdmi output included af-s dx nikkor 18-105mm vr lens black finish,None,nikon en-el9 lithium ion digital camera battery pack 25353,lithium ion ( li-ion ) 7.4 v dc photo battery,35.65,0,0.3248618784530387,3.0,0.0,0.21904761904761905,0.30151134457776363,0.8081883192062378,52.0,0.2571428571428571,5.0,0.0,0.0,0.0,0,0.0,0
3690,955,835,sony blu-ray disc player bdps550,sony blu-ray disc player bdps550 decode dolby truehd and dts hd internally full hd 1080 video output 24p true cinema dvd upscaling to 1080p via hdmi bravia theatre sync ( hdmi-cec ) bd/dvd/cd playback and avchd with x.v. color output dolby digital plus decoding backlit remote glass front finish,None,samsung bdp-1500 blu-ray dvd player bdp1500,None,218.2,0,0.8743455497382199,2.0,0.33333333333333337,0.3392857142857143,0.3651483716701107,0.7192748785018921,19.0,0.5581395348837209,5.0,0.0,0.0,0.0,0,0.0,0
3691,386,354,lg dlex8377nm navy blue xl capacity electric steamdryer dlex8377blue,lg dlex8377nm navy blue xl capacity electric steamdryer dlex8377blue 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light navy blue finish,None,frigidaire 27 '' electric stack washer dryer combo fex831wh extra-large capacity wash tub,None,895.39,0,0.917098445595855,2.0,0.33333333333333337,0.2032520325203252,0.18490006540840973,0.6073901653289795,74.0,0.1685393258426966,6.0,0.0,0.0,0.0,0,0.0,0
3692,574,736,sony digital slr camera with lens kit dslra200w,sony alpha digital slr camera with lens kit dslra200w 10.2 megapixels 2.7 ' clear photo lcd screen super steadyshot in-camera image stabilization continuous burst mode bionz image processor iso sensitivity 9-point center cross af sensor scene selection modes dt 18-70mm f3 .5 zoom lens and 75-300mm f4.5-5 .6 compact super telephoto zoom lens included black finish,849.99,canon eos rebel xsi digital slr camera silver 2757b001,12.2 megapixel 3 ' active matrix tft color lcd,None,0,0.779891304347826,3.0,0.0,0.20930232558139536,0.35355339059327373,0.7058258056640625,35.0,0.35185185185185186,6.0,0.0,0.0,0.0,0,0.0,0
3693,486,992,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,None,canon powershot sd880 is digital camera silver 3197b001,"canon powershot sd880 is 10 megapixel digital camera w / ua lens , 4x optical zoom , 28mm wide lens , optical image stabilizer , & purecolor ii 3 ' lcd silver",246.88,0,0.48991935483870963,3.0,0.0,0.45121951219512196,0.6249999999999999,0.8680457472801208,37.0,0.3833333333333333,6.0,0.0,0.0,0.0,0,0.0,0
3694,1052,1034,sony black hd radio with dock for ipod and iphone xdrs10hdip,sony black hd radio with dock for ipod and iphone xdrs10hdip ipod and iphone dock clear static-free hd digital radio reception fm multicasting no monthly subscription fees backlit lcd display digital tuning clock with alarm time setting wireless remote control stereo speakers with bass reflex sound system black finish,None,sony ipod/phone dock clock radio black nic icfc1ipmk2whi,None,61.42,0,0.9828897338403042,2.0,0.5,0.2777777777777778,0.42640143271122083,0.7952903509140015,44.0,0.2666666666666667,5.0,0.0,0.0,0.0,0,0.0,0
3695,376,1028,jabra black bluetooth headset bt5010,jabra black bluetooth headset bt5010 up to 10 hours of talk time and 300 hours of stand-by wind-noise reduction technology vibrating and visual alerts colored led indicator up to 33-foot wireless range black finish,79.0,aliph jawbone 2 silver bluetooth headset retail 84442vrp,None,89.99,0,0.36575875486381326,4.0,0.0,0.21794871794871795,0.31622776601683794,0.6164020895957947,31.0,0.4464285714285714,3.0,0.4,0.6333333253860474,0.6333333253860474,0,0.0,0
